# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:15:36 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
loc_rowid,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass
7374,10341878,FALSE POSITIVE,0.933753371,4.43800,4.7300e+01,0.006401,1.44,0.0216,79.28,3137.0,22850.90,7286.00,2.0560,1.5320
7375,10357831,FALSE POSITIVE,1.721535880,1.92270,3.9929e+04,0.176656,12.89,0.0245,89.99,1045.0,281.41,4535.00,0.6680,0.6590
7376,8332521,CANDIDATE,4.672503770,4.44100,7.9600e+01,0.010287,1.11,0.0549,71.04,1149.0,412.73,6146.00,0.9870,1.0060
7377,6150977,FALSE POSITIVE,2.765621941,2.31910,8.3422e+03,0.380702,34.42,0.0368,76.15,1134.0,391.86,5423.00,0.8280,0.8720
7378,6182019,FALSE POSITIVE,3.664964374,3.90580,9.0827e+04,0.287390,30.98,0.0449,86.22,1184.0,464.89,5726.00,0.9870,0.8990
7379,6191945,FALSE POSITIVE,6.807284200,1.94770,1.4578e+04,0.156405,31.15,0.0714,87.16,1156.0,421.16,5182.00,1.8240,1.0430
7380,6209347,FALSE POSITIVE,2.136577151,2.46820,7.9078e+04,0.444073,43.89,0.0305,81.84,1311.0,698.75,5457.00,0.9050,0.8270
7381,6268722,FALSE POSITIVE,2.638432816,2.42989,4.8488e+04,0.259996,49.77,0.0386,83.55,1933.0,3299.02,6502.00,1.7530,1.0980
7382,6301030,FALSE POSITIVE,11.991000357,6.46480,3.7594e+05,0.638469,78.78,0.0979,88.61,897.0,153.29,5988.00,1.1300,0.8690
7383,10480982,FALSE POSITIVE,2.037464140,2.89500,1.3880e+02,0.010807,1.12,0.0317,89.91,1474.0,1118.26,6117.00,0.9470,1.0250
7384,6606934,FALSE POSITIVE,37.806940720,3.84264,1.0633e+05,0.596776,72.01,0.2308,89.26,617.0,34.14,6387.00,1.1050,1.1450
7385,8242769,CANDIDATE,21.971157400,5.01200,1.7810e+02,0.012115,1.32,0.1531,89.80,649.0,41.86,5763.00,0.9970,0.9890
7386,10964440,CANDIDATE,144.688915000,9.46800,3.9710e+02,0.017821,3.33,0.5544,89.96,416.0,7.09,5372.00,1.7100,1.0840
7387,5385548,FALSE POSITIVE,12.425550550,28.49200,4.0900e+02,0.024360,3.79,0.1070,48.17,1027.0,262.42,6381.00,1.4230,1.0550
7388,5385778,FALSE POSITIVE,12.425922470,31.50000,8.7076e+03,0.104342,79.21,0.1329,66.44,1547.0,1353.90,4849.00,6.9520,2.0250
7389,5428657,CANDIDATE,1.542874340,1.11210,4.0140e+02,0.017873,1.05,0.0212,89.93,1007.0,243.62,4530.00,0.5390,0.5370
7390,5471617,FALSE POSITIVE,12.423732700,18.15000,3.0100e+01,0.004958,1.12,0.0982,88.81,1057.0,294.63,5221.00,2.0670,0.8190
7391,5471617,FALSE POSITIVE,94.381630000,11.87000,9.1200e+01,0.009053,2.04,0.3796,89.38,537.0,19.72,5221.00,2.0670,0.8190
7392,5629353,CANDIDATE,33.320090800,6.52650,6.1869e+03,0.072094,13.00,0.2241,89.91,750.0,74.79,6264.00,1.6510,1.3520
7393,5629353,CONFIRMED,7.584424100,3.91800,1.0050e+03,0.032357,5.83,0.0836,85.04,1228.0,537.40,6264.00,1.6510,1.3520
7394,10363233,FALSE POSITIVE,210.899577000,2.16700,3.3450e+03,0.052646,4.85,0.6493,89.95,268.0,1.22,5332.00,0.8430,0.8210
7395,10385682,FALSE POSITIVE,3.103730697,6.93402,3.6923e+05,0.631891,75.28,0.0436,84.24,1340.0,763.25,6075.00,1.0910,1.1490
7396,10414727,CANDIDATE,91.205730370,4.17000,,,,,,,,,,
7397,10414727,FALSE POSITIVE,253.405380000,7.43000,2.4080e+02,0.014582,2.69,0.8926,89.95,443.0,9.13,7304.00,1.6900,1.4750
7398,10483644,FALSE POSITIVE,5.110771787,2.48392,5.0681e+04,0.276346,26.98,0.0576,86.55,1048.0,284.85,6029.00,0.8940,0.9720
7399,4736569,CANDIDATE,7.073945280,2.31900,2.2830e+02,0.013779,0.84,0.0595,89.30,647.0,41.43,4777.00,0.5610,0.5610
7400,10601549,FALSE POSITIVE,1.463773705,1.91230,6.4776e+04,0.298682,21.79,0.0218,81.83,1329.0,739.19,5446.00,0.6680,0.6460
7401,10614158,FALSE POSITIVE,4.462553120,14.09570,2.2720e+04,0.133443,52.74,0.0513,89.93,1795.0,2458.34,4847.00,3.6190,0.9050
7402,8505215,FALSE POSITIVE,79.878049450,3.19000,,,,,,,,,,
7403,10662202,CANDIDATE,14.516741000,2.70600,2.2720e+02,0.016064,1.45,0.1078,87.86,606.0,31.80,4954.00,0.8280,0.7910
7404,9008103,CANDIDATE,20.571810700,3.39900,3.7900e+02,0.017281,1.34,0.1347,89.85,498.0,14.51,4922.00,0.7080,0.7950
7405,6614926,FALSE POSITIVE,3.026764871,4.32532,6.6720e+04,0.239029,26.36,0.0419,88.27,1360.0,810.38,6283.00,1.0100,1.0670
7406,6628237,FALSE POSITIVE,3.840130917,2.89510,6.0401e+04,0.302603,33.44,0.0477,84.92,1205.0,498.48,5931.00,1.0120,0.9810
7407,6694186,FALSE POSITIVE,5.554227226,4.77434,1.4231e+05,0.344438,31.71,0.0560,89.16,930.0,176.70,5433.00,0.8430,0.7560
7408,6934587,FALSE POSITIVE,1.570919281,3.22320,6.5124e+04,0.465884,59.12,0.0268,73.78,1797.0,2473.29,6192.00,1.1620,1.0400
7409,7219906,FALSE POSITIVE,35.089769020,3.96230,5.7546e+03,0.358269,33.10,0.2055,87.85,501.0,14.95,5603.00,0.8460,0.9410
7410,7257373,FALSE POSITIVE,5.233450136,8.57374,4.3042e+05,0.659199,70.33,0.0588,86.51,1050.0,287.60,5841.00,0.9770,0.9920
7411,7295570,FALSE POSITIVE,3.603701100,2.99400,1.6112e+04,0.396281,66.94,0.0445,78.78,1464.0,1089.00,5633.00,1.5470,0.9070
7412,7362852,FALSE POSITIVE,3.518356021,6.90375,3.1675e+05,0.597138,64.49,0.0462,84.20,1266.0,606.41,6201.00,0.9890,1.0580
7413,5629353,CANDIDATE,11.867172000,4.81500,5.9560e+02,0.022359,4.03,0.1126,90.00,1058.0,296.23,6264.00,1.6510,1.3520
7414,5641294,FALSE POSITIVE,2.616094300,21.34000,2.9300e+01,0.005226,0.81,0.0401,53.86,1744.0,2188.14,6645.00,1.4200,1.2590
7415,5738698,FALSE POSITIVE,2.404386969,7.40348,3.1317e+05,0.603309,79.72,0.0353,80.79,1670.0,1838.11,6466.00,1.2100,1.0110
7416,4078157,CANDIDATE,142.685885000,3.79200,1.1950e+03,0.031609,2.76,0.5095,89.95,319.0,2.43,5767.00,0.7990,0.8660
7417,5768927,FALSE POSITIVE,4.390513938,2.94720,4.6829e+04,0.263421,41.83,0.0533,85.14,1401.0,910.71,6081.00,1.4540,1.0460
7418,5814635,FALSE POSITIVE,3.869638220,2.29000,,,,,,,3728.91,,,
7419,5816144,CANDIDATE,12.497059900,3.87700,1.8000e+02,0.012948,1.44,0.1075,88.06,839.0,117.30,6174.00,1.0210,1.0550
7420,5816144,FALSE POSITIVE,7.384681000,3.54800,1.4280e+02,0.010971,1.22,0.0757,89.76,1000.0,236.56,6174.00,1.0210,1.0550
7421,10717220,CONFIRMED,21.090790900,4.75100,4.1760e+02,0.021087,1.88,0.1420,87.63,606.0,31.86,5723.00,0.8180,0.8570
7422,10728219,FALSE POSITIVE,3.371796653,3.44210,3.6690e+05,3.075391,306.28,0.0420,80.26,1155.0,419.47,5615.00,0.9120,0.8650
7423,10735988,FALSE POSITIVE,1.927177921,2.77420,1.3614e+05,0.342370,28.94,0.0273,86.66,1219.0,523.16,5193.00,0.7740,0.7320
7424,8112324,FALSE POSITIVE,0.575925434,2.46760,1.3740e+05,0.512661,38.24,0.0118,68.35,1834.0,2666.70,5461.00,0.6830,0.6560
7425,10971944,FALSE POSITIVE,496.175660000,11.63000,2.9300e+02,0.016053,3.46,1.3248,89.95,358.0,3.88,6643.00,1.9760,1.2590
7426,10973583,FALSE POSITIVE,6.256352128,2.35120,3.2893e+03,0.336926,30.76,0.0643,81.56,918.0,167.92,5772.00,0.8360,0.9030
7427,10989274,CONFIRMED,16.178030000,5.18000,4.4900e+02,0.019283,2.25,0.1285,89.81,754.0,76.54,5929.00,1.0690,1.0790
7428,11099351,FALSE POSITIVE,2.377955070,2.43290,4.3911e+03,0.370991,92.61,0.0463,68.49,2965.0,18261.57,9565.00,2.2860,2.3350
7429,11147460,FALSE POSITIVE,2.053866175,4.80450,5.0213e+03,0.354413,158.25,0.0318,51.71,2528.0,9631.57,5051.00,4.0890,1.0140
7430,10662202,FALSE POSITIVE,36.552131300,2.48100,2.8290e+02,0.015667,0.90,0.1751,89.95,361.0,4.03,4722.00,0.5270,0.5360
7431,11607193,FALSE POSITIVE,5.177577252,2.47770,1.3254e+03,0.376402,73.82,0.0690,74.76,1671.0,1846.90,7429.00,1.7960,1.6340
7432,10743597,FALSE POSITIVE,4.080293280,2.83430,1.1284e+03,0.030579,2.92,0.0493,88.81,1044.0,280.40,5619.00,0.8740,0.9560
7433,4247991,CONFIRMED,104.351962400,3.69500,2.4380e+02,0.014651,1.39,0.4297,89.84,355.0,3.74,5650.00,0.8700,0.9710
7434,11968463,CANDIDATE,6.063302980,3.27500,2.0070e+02,0.013024,1.64,0.0671,89.95,1153.0,418.40,6308.00,1.1530,1.0900
7435,11968463,CANDIDATE,86.431871000,7.37400,4.1510e+02,0.023463,2.85,0.4018,88.40,464.0,10.97,6325.00,1.1120,1.1570
7436,11074835,CANDIDATE,26.115288700,12.54000,7.0000e+01,0.007500,2.38,0.1891,89.38,898.0,153.98,5190.00,2.9120,1.3190
7437,8042747,FALSE POSITIVE,469.523030000,5.48700,3.5570e+02,0.018607,2.10,1.2207,89.91,252.0,0.95,6197.00,1.0350,1.0960
7438,9008737,FALSE POSITIVE,11.832710130,6.15200,1.7630e+02,0.012494,1.17,0.1002,87.49,728.0,66.51,5639.00,0.8590,0.9590
7439,7373877,FALSE POSITIVE,32.669962587,3.58100,3.6540e+02,0.016935,1.37,0.1864,89.85,428.0,7.96,4871.00,0.7410,0.8220
7440,5792202,CANDIDATE,269.306232000,14.93100,1.7080e+03,0.269007,24.00,0.7965,88.56,235.0,0.72,5251.00,0.8170,0.9260
7441,7436177,FALSE POSITIVE,19.933647110,8.61220,1.7483e+05,0.538664,75.88,0.1477,87.85,848.0,122.24,6505.00,1.2900,1.0780
7442,7537945,FALSE POSITIVE,1.071911311,3.85590,9.8178e+03,0.395786,40.32,0.0192,44.95,1809.0,2534.86,5885.00,0.9330,0.8210
7443,7624297,FALSE POSITIVE,18.019651402,5.08572,1.7700e+05,0.441434,31.77,0.1207,88.88,544.0,20.70,5278.00,0.6590,0.7230
7444,8109692,FALSE POSITIVE,117.934158000,9.25000,1.8750e+02,0.013258,3.76,0.5545,89.50,648.0,41.73,6790.00,2.5970,1.6310
7445,7695093,FALSE POSITIVE,4.032762189,4.14212,1.1935e+05,0.335310,35.22,0.0483,86.15,1173.0,447.97,5960.00,0.9620,0.9270
7446,7749318,FALSE POSITIVE,2.371589507,3.51160,2.3510e+05,1.344266,88.22,0.0307,79.15,1043.0,278.90,5340.00,0.6010,0.6850
7447,7777397,FALSE POSITIVE,5.091121240,2.15900,1.1510e+02,0.009969,3.58,0.0689,89.28,2044.0,4131.88,6705.00,3.2930,1.6820
7448,5817566,FALSE POSITIVE,4.206070484,10.69880,1.1981e+05,0.496418,172.66,0.0644,75.00,2547.0,9955.22,8212.00,3.1850,2.0160
7449,5952403,FALSE POSITIVE,0.905677864,2.24320,3.6704e+03,0.394665,325.51,0.0234,46.80,3989.0,60020.95,5037.00,7.5530,2.0910
7450,6032730,CANDIDATE,96.509214000,0.58900,1.5280e+03,2.666063,860.30,0.5007,89.95,787.0,90.63,7343.00,2.9550,1.7930
7451,6116172,CANDIDATE,69.646793110,3.71000,,,,,,,,,,
7452,6116172,CANDIDATE,111.655460000,1.05100,2.8870e+03,10.425711,2121.00,0.5247,89.38,579.0,26.58,6967.00,1.8630,1.5410
7453,6116172,CANDIDATE,86.132018640,3.11000,,,,,,,,,,
7454,4150539,FALSE POSITIVE,94.219289000,24.31200,1.0259e+03,0.028332,2.15,0.3569,89.67,285.0,1.57,4641.00,0.6940,0.6820
7455,6182093,FALSE POSITIVE,297.113395000,4.52900,2.7540e+02,0.015333,5.37,1.0563,89.95,509.0,15.89,6626.00,3.2060,1.7760
7456,9839821,CONFIRMED,180.921729000,8.99000,7.4240e+02,0.024850,2.30,0.6135,89.99,302.0,1.96,5818.00,0.8480,0.9370
7457,11252617,FALSE POSITIVE,4.478116695,3.35700,1.1798e+05,0.336264,38.85,0.0551,87.05,1218.0,521.12,6304.00,1.0580,1.1100
7458,8245108,FALSE POSITIVE,0.579108481,1.65900,6.8400e+01,0.007737,0.42,0.0109,80.36,1377.0,849.52,4604.00,0.5010,0.5140
7459,11252617,FALSE POSITIVE,1.276208990,2.16900,1.8620e+02,0.012644,1.46,0.0239,86.43,1851.0,2769.80,6304.00,1.0580,1.1100
7460,11296437,FALSE POSITIVE,528.503440000,6.39400,1.3380e+02,0.010743,2.20,1.4647,89.95,354.0,3.73,7102.00,1.8740,1.4970
7461,11296437,CANDIDATE,47.144047830,4.35000,,,,,,,,,,
7462,11341164,CANDIDATE,197.054315740,6.38000,,,,,,,,,,
7463,11462969,CANDIDATE,406.496216000,3.49500,3.8020e+02,0.018296,1.77,1.0581,89.95,236.0,0.73,5847.00,0.8840,0.9560
7464,11462969,CANDIDATE,491.615168140,6.31000,,,,,,,,,,
7465,7830321,FALSE POSITIVE,2.027383251,1.55280,3.8562e+03,0.325674,31.12,0.0286,74.41,1352.0,791.38,5544.00,0.8750,0.7610
7466,7841986,FALSE POSITIVE,10.733707370,7.67060,6.1553e+03,0.085487,18.70,0.1013,82.25,1171.0,444.77,5971.00,2.0030,1.2020
7467,7877820,FALSE POSITIVE,9.449438672,5.54790,1.2867e+04,0.387727,60.59,0.0903,81.21,1152.0,415.72,6558.00,1.4310,1.0960
7468,7914906,FALSE POSITIVE,8.752913958,3.45460,4.1770e+04,0.418487,119.91,0.1012,86.16,1635.0,1689.12,7279.00,2.6240,1.8000
7469,5792202,CANDIDATE,499.473380000,12.24800,1.6620e+03,0.041532,3.71,1.2023,89.78,191.0,0.31,5251.00,0.8170,0.9260
7470,8019043,FALSE POSITIVE,1.985586627,2.53163,7.2584e+04,0.299344,105.22,0.0354,82.54,2796.0,14480.75,6651.00,3.2190,1.5030
7471,8023317,FALSE POSITIVE,16.579028045,7.80300,3.7980e+04,0.195145,49.01,0.1368,87.19,1062.0,300.36,5870.00,2.3000,1.2390
7472,8126531,FALSE POSITIVE,513.427840000,6.27800,5.2320e+02,0.022446,14.87,1.5302,89.91,424.0,7.67,4833.00,6.0650,1.8100
7473,8121067,FALSE POSITIVE,2.064900876,6.87690,1.0939e+04,0.388171,38.19,0.0311,48.50,1357.0,800.75,5714.00,0.9010,0.9390
7474,6197038,FALSE POSITIVE,9.751720174,16.19370,3.3290e+05,0.530194,182.09,0.0881,88.78,1356.0,800.41,5147.00,3.1450,0.9570
7475,6221385,CONFIRMED,19.672324000,4.81200,6.4990e+02,0.025068,4.07,0.1473,88.19,908.0,160.98,6486.00,1.4850,1.0980
7476,6221385,CONFIRMED,32.657035000,5.95300,6.2040e+02,0.023004,3.73,0.2065,89.99,767.0,81.91,6486.00,1.4850,1.0980
7477,6221385,CANDIDATE,7.313845400,2.27300,2.4770e+02,0.016831,2.73,0.0762,85.73,1263.0,601.53,6486.00,1.4850,1.0980
7478,6362386,FALSE POSITIVE,4.592401261,4.96038,8.7426e+04,0.277148,52.18,0.0618,88.24,1678.0,1872.74,7201.00,1.7240,1.4880
7479,8260269,FALSE POSITIVE,6.709952530,2.29700,8.6000e+01,0.008908,1.10,0.0732,88.02,1120.0,372.31,6461.00,1.1310,1.1620
7480,6449358,FALSE POSITIVE,5.776794344,6.33505,1.2154e+05,0.328562,129.20,0.0814,87.65,2249.0,6048.96,7666.00,3.6010,2.1530
7481,6593968,FALSE POSITIVE,23.199232560,2.09000,,,,,,,,,,
7482,6674908,FALSE POSITIVE,0.503199724,1.11700,2.7560e+02,0.015451,1.06,0.0106,80.97,1363.0,819.89,4013.00,0.6300,0.6300
7483,11516930,FALSE POSITIVE,4.768540307,0.99380,3.4760e+02,0.019024,1.84,0.0510,87.98,1010.0,246.11,5491.00,0.8870,0.7760
7484,11558882,FALSE POSITIVE,73.918586150,6.97350,1.8407e+05,0.779419,89.96,0.3487,89.41,484.0,12.95,6300.00,1.0570,1.0280
7485,11656928,CANDIDATE,212.435036740,4.26000,,,,,,,,,,
7486,11566064,CANDIDATE,11.161938400,5.19500,1.2440e+02,0.011022,1.97,0.1027,86.27,1093.0,337.23,6200.00,1.6400,1.1580
7487,8042835,FALSE POSITIVE,2.387936960,17.30200,1.1430e+02,0.201577,25.56,0.0369,8.54,1674.0,1860.02,6769.00,1.1610,1.1880
7488,2853780,FALSE POSITIVE,589.179680000,10.20000,2.5340e+02,0.014263,4.91,1.5755,89.95,330.0,2.82,5295.00,3.1520,1.5010
7489,11656928,CANDIDATE,76.839945970,3.11000,,,,,,,,,,
7490,11656928,CANDIDATE,78.866840000,4.50000,8.6100e+01,0.008627,1.30,0.3908,89.95,573.0,25.44,6907.00,1.3810,1.2910
7491,11673686,FALSE POSITIVE,4.618767943,6.03000,3.2609e+04,0.166402,32.36,0.0543,89.96,1565.0,1418.08,6195.00,1.7810,1.0000
7492,8153568,FALSE POSITIVE,3.607274170,14.08410,8.4190e+05,1.136618,221.55,0.0510,83.80,1833.0,2671.63,7026.00,1.7850,1.3600
7493,8167938,FALSE POSITIVE,2.565717939,1.70840,1.9417e+03,0.351374,180.80,0.0557,70.33,4607.0,106664.85,11360.00,4.7120,3.5040
7494,8167978,FALSE POSITIVE,22.052745330,5.59240,1.3858e+04,0.402406,32.56,0.1437,86.31,552.0,21.93,5510.00,0.7410,0.8220
7495,8168581,FALSE POSITIVE,2.881338104,3.59430,2.5337e+03,0.328641,31.58,0.0393,62.00,1206.0,501.88,5783.00,0.8800,0.9770
7496,8230809,FALSE POSITIVE,4.078355243,6.46490,3.6133e+04,0.176679,16.73,0.0470,86.12,1113.0,362.07,5872.00,0.8670,0.8300
7497,8364115,FALSE POSITIVE,7.735904410,4.43890,4.6530e+02,0.226795,21.30,0.0751,68.62,884.0,144.83,5927.00,0.8600,0.9440
7498,8458207,FALSE POSITIVE,3.530164642,4.11466,6.9923e+04,0.243325,35.71,0.0470,89.86,1465.0,1086.97,6208.00,1.3440,1.1070
7499,7825899,CANDIDATE,28.867210700,3.78200,3.4710e+02,0.016563,1.51,0.1803,89.96,493.0,14.00,5191.00,0.8370,0.9370
7500,6946681,CANDIDATE,48.952811300,1.66000,,,,,,,,,,
7501,4150624,FALSE POSITIVE,94.225938000,22.08000,5.3040e+02,0.020742,1.93,0.4014,89.63,348.0,3.48,5421.00,0.8520,0.9690
7502,6946708,CANDIDATE,431.785560000,9.13500,3.3260e+02,0.016648,1.36,1.0429,89.95,211.0,0.47,5642.00,0.7470,0.8110
7503,6967278,FALSE POSITIVE,395.073330000,7.84400,6.4510e+02,0.021440,230.33,1.2548,90.00,1406.0,923.00,3599.00,98.3800,1.6880
7504,7108433,FALSE POSITIVE,1.519183350,5.45573,4.9999e+05,0.691241,128.17,0.0288,84.75,2517.0,9460.59,7426.00,1.6980,1.3730
7505,7119080,FALSE POSITIVE,13.599401180,2.52000,,,,,,,,,,
7506,7129465,FALSE POSITIVE,2.745910734,4.02594,2.8681e+05,0.583397,61.16,0.0362,85.19,1221.0,524.18,5372.00,0.9600,0.8360
7507,7174617,FALSE POSITIVE,1.608363345,2.19880,9.6134e+04,0.300955,19.36,0.0225,84.63,1133.0,390.10,5022.00,0.5890,0.5890
7508,11724210,FALSE POSITIVE,5.746017234,3.63470,2.9236e+04,0.279646,29.32,0.0607,83.96,1042.0,278.69,5940.00,0.9600,0.9040
7509,11775507,CANDIDATE,144.102562000,2.75300,1.7130e+02,0.012104,1.67,0.5465,89.95,437.0,8.64,6528.00,1.2600,1.0460
7510,11775507,CANDIDATE,112.317402000,3.47100,1.8240e+02,0.012832,1.77,0.4628,89.95,475.0,12.05,6528.00,1.2600,1.0460
7511,11856178,CANDIDATE,9.133150620,2.15570,2.3120e+02,0.014047,1.48,0.0867,89.50,900.0,155.42,6122.00,0.9640,1.0410
7512,11867071,FALSE POSITIVE,3.963787093,3.10316,2.5015e+04,0.218176,28.11,0.0521,82.74,1389.0,880.12,6617.00,1.1800,1.2020
7513,11975363,FALSE POSITIVE,1.759208679,4.60837,3.6233e+05,0.629529,66.06,0.0281,83.16,1475.0,1121.32,5721.00,0.9610,0.9560
7514,12207117,FALSE POSITIVE,1.603179400,0.91000,,,,,,,676.51,,,
7515,6768394,CANDIDATE,335.563110000,13.06000,1.5800e+02,0.011552,1.83,0.9777,89.95,333.0,2.90,6200.00,1.4480,1.1050
7516,8580438,FALSE POSITIVE,6.496031958,5.21924,1.0889e+05,0.299669,32.33,0.0639,89.70,957.0,198.07,5516.00,0.9880,0.8250
7517,8581232,FALSE POSITIVE,4.012537983,2.01010,1.9796e+04,0.144714,9.96,0.0421,86.49,765.0,80.95,4483.00,0.6300,0.6160
7518,8655458,FALSE POSITIVE,1.594162001,5.49580,9.8763e+03,0.270214,26.11,0.0248,49.91,1419.0,960.51,5388.00,0.8850,0.8020
7519,8695779,FALSE POSITIVE,10.238939876,3.48510,3.1531e+03,0.111960,22.09,0.0968,84.05,1190.0,474.05,6244.00,1.8070,1.1520
7520,8953059,FALSE POSITIVE,5.499941387,5.13390,4.0110e+04,0.184697,23.34,0.0646,89.99,1202.0,492.27,6435.00,1.1570,1.1860
7521,9048145,FALSE POSITIVE,8.667826242,5.06514,4.3491e+04,0.223318,37.51,0.0899,86.03,1225.0,531.63,6712.00,1.5380,1.2940
7522,9214712,FALSE POSITIVE,265.299622700,8.84520,1.0016e+05,0.358753,33.81,0.7968,89.82,270.0,1.25,5873.00,0.8630,0.9540
7523,9214715,FALSE POSITIVE,265.299962300,8.85770,3.1778e+04,0.234765,25.56,0.8276,89.71,296.0,1.81,6108.00,0.9970,1.0720
7524,7190639,FALSE POSITIVE,98.102098300,1.22500,1.8440e+02,0.012633,1.97,0.4480,89.95,525.0,17.96,6669.00,1.4270,1.2510
7525,7198881,FALSE POSITIVE,182.467019000,7.60700,1.0200e+03,0.029258,3.73,0.6787,89.95,364.0,4.17,6299.00,1.1670,1.2490
7526,7198881,FALSE POSITIVE,126.578372670,2.50000,,,,,,,,,,
7527,7422883,FALSE POSITIVE,11.414375050,6.27600,4.5966e+04,0.265593,44.08,0.1082,85.89,1128.0,383.45,6826.00,1.5200,1.3070
7528,10545066,CANDIDATE,154.607419000,9.22500,2.7990e+02,0.015319,1.56,0.5675,89.95,340.0,3.16,6017.00,0.9310,1.0160
7529,7663405,CANDIDATE,57.132855000,4.95800,4.1410e+02,0.018363,1.81,0.2730,89.78,414.0,6.94,5157.00,0.9040,0.8300
7530,7464205,FALSE POSITIVE,151.318470000,16.45000,1.0540e+02,0.009528,1.13,0.5471,89.95,373.0,4.57,6003.00,1.0850,0.9540
7531,7622059,FALSE POSITIVE,10.403239900,23.85000,1.0562e+03,0.328199,51.47,0.0948,37.10,1104.0,350.59,6428.00,1.4360,1.0490
7532,12367464,FALSE POSITIVE,1.853209359,1.75430,1.2319e+04,0.176052,32.99,0.0309,79.11,2100.0,4584.55,6384.00,1.7160,1.1400
7533,12470041,FALSE POSITIVE,14.667694620,2.44620,2.9862e+04,0.412115,145.18,0.1473,88.15,1552.0,1370.60,7517.00,3.2260,1.9800
7534,11358389,CANDIDATE,28.225104900,2.35400,2.0130e+02,0.014260,1.59,0.1838,89.25,625.0,36.13,6014.00,1.0210,1.0370
7535,5706595,CANDIDATE,150.381954000,4.96800,3.9610e+02,0.021711,2.26,0.5454,89.56,325.0,2.63,5569.00,0.9540,0.9550
7536,12885212,CANDIDATE,95.906433000,4.08000,8.3620e+02,0.027054,2.17,0.3684,89.78,288.0,1.63,4620.00,0.7360,0.7230
7537,8179286,FALSE POSITIVE,11.413214400,2.37100,7.6400e+01,0.008179,1.03,0.1006,89.25,925.0,172.97,6188.00,1.1550,1.0380
7538,3548044,CANDIDATE,445.216850000,16.37000,2.1160e+02,0.013227,1.37,1.0610,90.00,237.0,0.74,5670.00,0.9500,0.8020
7539,2581191,FALSE POSITIVE,172.178768000,1.19000,5.0100e+02,0.020762,2.29,0.6210,89.95,349.0,3.51,6208.00,1.0090,1.0720
7540,8168187,CANDIDATE,35.502865000,8.14900,1.1590e+02,0.010848,2.18,0.2088,87.89,724.0,64.83,5528.00,1.8390,0.9620
7541,9221398,FALSE POSITIVE,13.787520532,2.55435,1.2978e+04,0.179945,25.33,0.1211,87.86,921.0,170.01,6399.00,1.2890,1.2460
7542,9411317,FALSE POSITIVE,8.290459700,2.60020,1.7301e+05,0.387641,23.96,0.0661,89.24,594.0,29.41,4601.00,0.5660,0.5590
7543,9605514,CANDIDATE,66.789347000,4.08000,3.5850e+02,0.018351,2.07,0.3315,89.60,490.0,13.61,6297.00,1.0310,1.0840
7544,9418619,CANDIDATE,6.150251376,1.68923,2.1287e+03,0.319491,100.03,0.0875,82.71,2251.0,6066.49,8914.00,2.8670,2.3570
7545,9532123,FALSE POSITIVE,8.214204254,4.59050,7.4177e+04,0.500312,42.29,0.0755,85.56,798.0,96.12,5654.00,0.7740,0.8650
7546,9549471,FALSE POSITIVE,15.713773750,7.46400,9.4820e+03,0.103540,10.85,0.1192,85.53,728.0,66.24,5812.00,0.9600,0.9120
7547,9649222,FALSE POSITIVE,5.918619554,3.94804,9.4124e+04,0.282768,29.98,0.0658,88.98,1009.0,245.42,5957.00,0.9710,1.0830
7548,9664215,FALSE POSITIVE,3.319523463,3.34650,3.8832e+04,0.444182,38.37,0.0416,79.90,1108.0,356.42,5761.00,0.7910,0.8810
7549,7750740,FALSE POSITIVE,5.874197307,4.26585,2.0570e+05,0.500550,59.20,0.0635,87.14,1112.0,361.15,6103.00,1.0830,0.9870
7550,7779942,FALSE POSITIVE,19.795973100,5.34200,3.3400e+02,0.016932,3.47,0.1610,89.69,1014.0,249.43,6731.00,1.8760,1.4200
7551,7835312,CANDIDATE,29.512615300,6.31400,1.8820e+02,0.012470,1.84,0.1888,89.70,678.0,49.95,5746.00,1.3510,1.0270
7552,7835312,FALSE POSITIVE,209.000550190,2.52000,,,,,,,,,,
7553,7838906,FALSE POSITIVE,5.614892073,3.72940,2.3730e+03,0.306008,1192.79,0.0761,74.90,4097.0,66631.18,4289.00,35.6950,1.8630
7554,7908367,CONFIRMED,12.206430400,2.40700,1.3372e+03,0.032713,5.41,0.1016,89.85,895.0,151.44,5254.00,1.5140,0.9370
